locationid,applicant,facility,cnn,descriptio,address,block_lot,block,lot,permit,status,food_items,x,y,latitude,longitude,schedule,days_hours,approved,received,priorpermi,exp_date,location
760542,Linda's Catering,Truck,12662000,TOWNSEND ST: LUSK ST to 04TH ST (252 - 299),260 TOWNSEND ST,3787024,3787,24,16MFF-0019,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,6014193.326,2111344.676,37.77814813,-122.3944407,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0019&ExportPDF=1&Filename=16MFF-0019_schedule.pdf,Mo-Fr:12PM-10PM,3/7/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7781481274607, -122.394440688559)"
760541,Linda's Catering,Truck,3285000,BRYANT ST: 04TH ST \ I-80 E OFF RAMP to 05TH ST \ I-80 E ON RAMP (600 - 699),617 BRYANT ST,3777055,3777,55,16MFF-0019,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,6013083.726,2111696.027,37.77905111,-122.3983039,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0019&ExportPDF=1&Filename=16MFF-0019_schedule.pdf,Mo/Tu/Th/Fr:8AM-9AM/10AM-11AM,3/7/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7790511115731, -122.398303881334)"
760540,Linda's Catering,Truck,142000,02ND ST: BRYANT ST to TABER PL (500 - 518),501 02ND ST,3774067,3774,67,16MFF-0019,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,6014675.196,2113164.273,37.7831711,-122.392901,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0019&ExportPDF=1&Filename=16MFF-0019_schedule.pdf,Mo-Fr:10AM-12PM,3/7/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7831711043434, -122.392901049479)"
760539,Linda's Catering,Truck,12662000,TOWNSEND ST: LUSK ST to 04TH ST (252 - 299),290 TOWNSEND ST,3787028,3787,28,16MFF-0019,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,6014084.346,2111203.786,37.77775522,-122.3948078,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0019&ExportPDF=1&Filename=16MFF-0019_schedule.pdf,Mo-Fr:10AM-3PM,3/7/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7777552165686, -122.394807823179)"
760405,Anas Goodies Catering,Truck,5204000,ELM ST: FRANKLIN ST to GOUGH ST (300 - 399),368 ELM ST,761033,761,33,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6005923.757,2112690.418,37.78138003,-122.4231438,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Su:10AM-11AM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7813800275549, -122.423143845506)"
760404,Anas Goodies Catering,Truck,10337002,PENNSYLVANIA AVE: I-280 S OFF RAMP to 25TH ST (1050 - 1099),1082 PENNSYLVANIA AVE,4224095,4224,95,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014413.787,2102312.799,37.75336083,-122.3930459,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:12PM-1PM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7533608294551, -122.393045920798)"
760403,Anas Goodies Catering,Truck,187201,03RD ST: MARIPOSA ST to 18TH ST (2000 - 2098) -- WEST --,2030 03RD ST,3995105,3995,105,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015620.25,2106039.246,37.7636598,-122.3891339,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:12PM-1PM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7636598013494, -122.389133857405)"
760402,Anas Goodies Catering,Truck,5762000,FRANCISCO ST: MASON ST to TAYLOR ST (500 - 599),500 FRANCISCO ST,42022,42,22,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6008645.397,2121255.01,37.80504951,-122.4143344,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:12PM-1PM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.8050495090589, -122.41433443694)"
760401,Anas Goodies Catering,Truck,1165000,22ND ST: MISSISSIPPI ST to TEXAS ST (1255 - 1399),1255 22ND ST,4167009,4167,9,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014146.75,2103649.223,37.75701552,-122.3940629,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:12PM-1PM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7570155244597, -122.394062947116)"
760400,Anas Goodies Catering,Truck,7195000,INDIANA ST: 20TH ST to 22ND ST (800 - 999),951 INDIANA ST,4106024,4106,24,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015057.091,2104275.668,37.75878616,-122.3909584,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:12PM-1PM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7587861623056, -122.390958398693)"
760399,Anas Goodies Catering,Truck,7200000,INDIANA ST: 26TH ST to CESAR CHAVEZ ST (1500 - 1599),1575 INDIANA ST,4317017,4317,17,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015267.752,2101380.964,37.75084961,-122.3900276,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:11AM-12PM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7508496068125, -122.390027615501)"
760398,Anas Goodies Catering,Truck,1500000,26TH ST: MINNESOTA ST to INDIANA ST (1000 - 1099),1090 26TH ST,4293015,4293,15,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015191.855,2101658.85,37.75160841,-122.3903095,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:11AM-12PM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7516084135789, -122.390309489501)"
760397,Anas Goodies Catering,Truck,197101,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3255 03RD ST,4377001,4377,1,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6016160.221,2100487.333,37.74844534,-122.386879,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:11AM-12PM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7484453388377, -122.38687903198)"
760396,Anas Goodies Catering,Truck,8717000,MARIPOSA ST: PENNSYLVANIA AVE to MISSISSIPPI ST (1000 - 1099),1040 MARIPOSA ST,3987012,3987,12,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014135.465,2106266.867,37.76420238,-122.3942852,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:11AM-12PM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7642023783019, -122.39428524234)"
760395,Anas Goodies Catering,Truck,195201,03RD ST: 26TH ST to CESAR CHAVEZ ST (3000 - 3098) -- WEST --,3000 03RD ST,4315008,4315,8,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015877.515,2101228.261,37.75046412,-122.3879083,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:11AM-12PM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7504641155225, -122.387908325902)"
760394,Anas Goodies Catering,Truck,1500000,26TH ST: MINNESOTA ST to INDIANA ST (1000 - 1099),1051 26TH ST,4317015,4317,15,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015309.355,2101533.012,37.75126941,-122.3898944,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:11AM-12PM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7512694058781, -122.389894366944)"
760393,Anas Goodies Catering,Truck,11833000,SHOTWELL ST: 15TH ST to 16TH ST (100 - 199),131 SHOTWELL ST,5501 003,5501,3,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6007971.764,2100466.349,37.74793094,-122.4151932,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:11AM-12PM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7479309361129, -122.415193153909)"
760392,Anas Goodies Catering,Truck,197101,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3305 03RD ST,4502A002,4502A,2,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6018751.714,2098754.754,37.74383117,-122.3777974,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:11AM-12PM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7438311721327, -122.377797368962)"
760391,Anas Goodies Catering,Truck,2477000,CESAR CHAVEZ ST: EVANS AVE to KANSAS ST (2100 - 2550),2150 CESAR CHAVEZ ST,4324002,4324,2,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6013011.36,2101203.484,37.75023688,-122.397818,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:10AM-11AM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7502368847791, -122.397818031719)"
760390,Anas Goodies Catering,Truck,10048000,OTIS ST: GOUGH ST \ MCCOPPIN ST to 13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST (100 - 199),150 OTIS ST,3513008,3513,8,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6006498.051,2108782.928,37.7706834,-122.4208796,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:10AM-11AM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7706833950426, -122.420879561399)"
760389,Anas Goodies Catering,Truck,8754101,MARKET ST: 10TH ST \ FELL ST \ POLK ST to 11TH ST (1401 - 1455) -- SOUTH --,1411 MARKET ST,3507041,3507,41,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6007585.376,2110633.378,37.77582552,-122.4172496,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:10AM-11AM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7758255197583, -122.417249626643)"
760388,Anas Goodies Catering,Truck,489000,10TH ST: SHERIDAN ST to HARRISON ST (350 - 399),380 10TH ST,3520087,3520,87,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6009126.439,2109082.537,37.77165385,-122.4118091,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:9AM-10AM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7716538513679, -122.411809068524)"
760387,Anas Goodies Catering,Truck,10336000,PENNSYLVANIA AVE: 22ND ST to 23RD ST (700 - 899),700 PENNSYLVANIA AVE,4167010,4167,10,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014294.444,2103612.775,37.75692365,-122.3935496,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:9AM-10AM/12PM-1PM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7569236537341, -122.393549610536)"
760386,Anas Goodies Catering,Truck,11826000,SHIPLEY ST: 04TH ST to 05TH ST (100 - 199),133 SHIPLEY ST,3752107,3752,107,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6012249.052,2112322.269,37.7807241,-122.4012354,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:9AM-10AM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7807240977697, -122.401235392658)"
760385,Anas Goodies Catering,Truck,8714000,MARIPOSA ST: TENNESSEE ST to 04TH ST \ MINNESOTA ST (600 - 699),601 MARIPOSA ST,3996013,3996,13,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015331.083,2106187.955,37.76405209,-122.3901444,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:9AM-10AM/12PM-1PM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7640520899242, -122.390144393988)"
760384,Anas Goodies Catering,Truck,1232000,23RD ST: END to ILLINOIS ST (100 - 699),601 23RD ST,4232010,4232,10,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6016887.317,2102871.037,37.75503073,-122.3845307,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:9AM-10AM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7550307267667, -122.384530734223)"
760383,Anas Goodies Catering,Truck,12544000,TEXAS ST: SIERRA ST to 22ND ST (632 - 699),640 TEXAS ST,4101065,4101,65,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6013745.023,2103985.691,37.75791706,-122.3954759,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:9AM-10AM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7579170566901, -122.39547585249)"
760382,Anas Goodies Catering,Truck,5687000,FOLSOM ST: ERIE ST to 14TH ST (1718 - 1799),1750 FOLSOM ST,3530006,3530,6,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6007900.307,2108105.953,37.76890352,-122.4159812,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:9AM-10AM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7689035205665, -122.415981174601)"
760381,Anas Goodies Catering,Truck,12482000,TENNESSEE ST: MARIPOSA ST to 18TH ST (600 - 699),640 TENNESSEE ST,3996012,3996,12,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015341.121,2106001.428,37.76354048,-122.3900966,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:9AM-10AM/12PM-1PM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7635404839296, -122.390096643663)"
760380,Anas Goodies Catering,Truck,196000,03RD ST: CESAR CHAVEZ ST to MARIN ST (3100 - 3199),3150 03RD ST,4355006,4355,6,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015847.697,2100856.956,37.74944294,-122.3879855,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:9AM-10AM/11AM-12PM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7494429376004, -122.387985532504)"
760379,Anas Goodies Catering,Truck,5070000,EDDY ST: BUCHANAN ST to WEBSTER ST (1300 - 1399),1346 EDDY ST,733014,733,14,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6003979.585,2112907.843,37.78186712,-122.4298852,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:8AM-9AM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7818671175741, -122.429885247603)"
760378,Anas Goodies Catering,Truck,12483000,TENNESSEE ST: 18TH ST to 19TH ST (700 - 799),790 TENNESSEE ST,4043011B,4043,011B,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015376.265,2105385.926,37.7618524,-122.3899321,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:8AM-9AM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7618523975041, -122.38993209325)"
760377,Anas Goodies Catering,Truck,2458000,ARMSTRONG AVE: HAWES ST to INGALLS ST (1300 - 1399),1315 ARMSTRONG AVE,4851017,4851,17,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015787.012,2091256.533,37.72307876,-122.3875257,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:8AM-9AM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.723078757516, -122.387525704017)"
760376,Anas Goodies Catering,Truck,10332000,PENNSYLVANIA AVE: MARIPOSA ST to I-280 S OFF RAMP (200 - 256),208 PENNSYLVANIA AVE,4000053,4000,53,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014208.711,2105996.092,37.76346296,-122.3940129,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:8AM-9AM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7634629599066, -122.394012947377)"
760375,Anas Goodies Catering,Truck,9061000,MINNESOTA ST: END to 26TH ST (1400 - 1499),1400 MINNESOTA ST,4293018,4293,18,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015242.858,2101827.597,37.75207459,-122.3901449,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:8AM-9AM/11AM-12PM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7520745862084, -122.390144900822)"
760374,Anas Goodies Catering,Truck,7195000,INDIANA ST: 20TH ST to 22ND ST (800 - 999),998 INDIANA ST,4105011,4105,11,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014845.363,2104007.25,37.75803739,-122.3916719,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:8AM-9AM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7580373934881, -122.391671890682)"
760373,Anas Goodies Catering,Truck,12484000,TENNESSEE ST: 19TH ST to 20TH ST (800 - 899),815 TENNESSEE ST,4059001B,4059,001B,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015563.023,2105254.616,37.7615022,-122.389277,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:8AM-9AM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7615022039664, -122.389276996081)"
760372,Anas Goodies Catering,Truck,226201,03RD ST: EGBERT AVE to FITZGERALD AVE (6000 - 6170) -- WEST --,6000 03RD ST,5431A001U,5431A,001U,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6013371.112,2091633.565,37.7239799,-122.3959035,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7239799038929, -122.395903454913)"
760371,Anas Goodies Catering,Truck,3736000,CARROLL AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1420 CARROLL AVE,4879023,4879,23,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015058.106,2091452.65,37.72357686,-122.3900591,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:7AM-8AM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7235768564887, -122.390059101399)"
760370,Anas Goodies Catering,Truck,4907000,DONNER AVE: HAWES ST to INGALLS ST (1300 - 1399),1347 DONNER AVE,4909025,4909,25,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015246.528,2090674.566,37.72145084,-122.3893534,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:7AM-8AM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7214508397335, -122.389353445076)"
760369,Anas Goodies Catering,Truck,187101,03RD ST: MARIPOSA ST to 18TH ST (2001 - 2099) -- EAST --,2085 03RD ST,3994002,3994,2,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015805.902,2105904.117,37.76329906,-122.3884823,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:7AM-8AM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7632990560446, -122.388482306805)"
760368,Anas Goodies Catering,Truck,9582003,NEWHALL ST: BITTING AVE to EGBERT AVE (2660 - 2899),2660 NEWHALL ST,5434B004,5434B,4,16MFF-0017,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6012315.623,2092832.142,37.72721217,-122.3996363,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=16MFF-0017&ExportPDF=1&Filename=16MFF-0017_schedule.pdf,Mo-Fr:7AM-8AM,3/4/2016 0:00:00,3/4/2016,1,3/15/2017 0:00:00,"(37.7272121739004, -122.399636251644)"
